,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
418,Alvin Robertson,SG,33.0,TOR,77.0,69.0,32.2,3.7,7.9,0.47,0.5,2.0,0.272,3.2,5.9,0.535,0.503,1.4,2.1,0.677,1.4,3.0,4.4,4.2,2.2,0.5,2.4,3.5,9.3,1996
419,Clifford Robinson,SF,29.0,POR,78.0,76.0,38.2,7.1,16.7,0.423,2.3,6.0,0.37799999999999995,4.8,10.7,0.449,0.49200000000000005,4.6,6.9,0.664,1.6,4.1,5.7,2.4,1.1,0.9,2.5,3.2,21.1,1996
420,David Robinson,C,30.0,SAS,82.0,82.0,36.8,8.7,16.8,0.516,0.0,0.1,0.33299999999999996,8.6,16.7,0.517,0.517,7.6,10.0,0.7609999999999999,3.9,8.3,12.2,3.0,1.4,3.3,2.3,3.2,25.0,1996
421,Glenn Robinson,SF,23.0,MIL,82.0,82.0,39.6,7.6,16.9,0.45399999999999996,1.1,3.2,0.342,6.5,13.6,0.48,0.486,3.9,4.7,0.812,1.7,4.5,6.1,3.6,1.2,0.5,3.4,2.9,20.2,1996
422,James Robinson,PG,25.0,POR,76.0,5.0,21.4,3.0,7.6,0.39899999999999997,1.3,3.7,0.359,1.7,3.8,0.43799999999999994,0.488,1.2,1.8,0.659,0.6,1.5,2.1,2.0,0.4,0.2,1.5,1.9,8.5,1996
423,Rumeal Robinson,PG,29.0,POR,43.0,14.0,16.6,2.1,5.1,0.41600000000000004,0.7,1.8,0.38,1.4,3.3,0.43700000000000006,0.484,0.8,1.2,0.647,0.4,1.4,1.8,3.3,0.6,0.1,1.7,1.8,5.7,1996
424,Dennis Rodman,PF,34.0,CHI,64.0,57.0,32.6,2.3,4.8,0.48,0.0,0.4,0.111,2.2,4.3,0.516,0.485,0.9,1.7,0.528,5.6,9.3,14.9,2.5,0.6,0.4,2.2,3.1,5.5,1996
425,Lou Roe,SF,23.0,DET,49.0,2.0,7.6,0.7,1.8,0.35600000000000004,0.0,0.2,0.222,0.6,1.7,0.37,0.36700000000000005,0.5,0.7,0.75,0.6,1.0,1.6,0.3,0.2,0.2,0.3,0.9,1.8,1996
426,Carlos Rogers,PF,24.0,TOR,56.0,18.0,18.6,3.2,6.1,0.517,0.1,0.4,0.14300000000000002,3.1,5.8,0.542,0.522,1.3,2.3,0.546,1.4,1.6,3.0,0.6,0.4,0.9,1.1,1.6,7.7,1996
427,Rodney Rogers,SF,24.0,LAC,67.0,51.0,29.1,4.6,9.6,0.47700000000000004,0.7,2.3,0.32,3.8,7.3,0.527,0.516,1.7,2.7,0.628,1.7,2.6,4.3,2.5,1.1,0.5,2.1,3.2,11.6,1996
428,Sean Rooks,C,26.0,TOT,65.0,7.0,17.2,2.2,4.4,0.505,0.0,0.1,0.14300000000000002,2.2,4.3,0.514,0.507,2.1,3.1,0.6679999999999999,1.2,2.7,3.9,0.7,0.4,0.6,1.2,2.2,6.5,1996
431,Jalen Rose,SG,23.0,DEN,80.0,37.0,26.7,3.6,7.6,0.48,0.4,1.4,0.29600000000000004,3.2,6.2,0.52,0.507,2.4,3.5,0.69,0.6,2.7,3.3,6.2,0.7,0.5,2.9,2.9,10.0,1996
432,Donald Royal,SF,29.0,ORL,64.0,7.0,15.0,1.7,3.4,0.491,0.0,0.0,0.0,1.7,3.3,0.495,0.491,2.0,2.6,0.762,0.9,1.5,2.4,0.7,0.5,0.2,0.8,1.5,5.3,1996
433,Clifford Rozier,C,23.0,GSW,59.0,1.0,12.3,1.3,2.3,0.585,0.0,0.0,0.0,1.3,2.3,0.594,0.585,0.4,0.9,0.473,1.2,1.7,2.9,0.4,0.3,0.5,0.7,2.3,3.1,1996
434,Trevor Ruffin,PG,25.0,PHI,61.0,23.0,25.4,4.3,10.6,0.406,1.7,4.7,0.366,2.6,6.0,0.43700000000000006,0.486,2.4,3.0,0.813,0.3,1.8,2.2,4.4,0.7,0.0,2.4,2.2,12.8,1996
435,Stefano Rusconi,PF,27.0,PHO,7.0,0.0,4.3,0.4,1.3,0.33299999999999996,0.0,0.0,,0.4,1.3,0.33299999999999996,0.33299999999999996,0.3,0.7,0.4,0.4,0.4,0.9,0.4,0.0,0.3,0.4,1.4,1.1,1996
436,Bryon Russell,SF,25.0,UTA,59.0,9.0,9.8,0.9,2.4,0.39399999999999996,0.2,0.7,0.35,0.7,1.7,0.41200000000000003,0.444,0.8,1.1,0.716,0.5,1.1,1.5,0.5,0.5,0.1,0.6,1.1,2.9,1996
437,Arvydas Sabonis,C,31.0,POR,73.0,21.0,23.8,5.4,9.9,0.545,0.5,1.4,0.375,4.9,8.5,0.574,0.5720000000000001,3.2,4.2,0.757,2.0,6.0,8.1,1.8,0.9,1.1,2.1,2.9,14.5,1996
438,John Salley,PF,31.0,TOT,42.0,6.0,16.0,1.5,3.3,0.45,0.0,0.0,,1.5,3.3,0.45,0.45,1.4,2.0,0.6940000000000001,1.1,2.2,3.3,1.3,0.5,0.6,1.3,2.6,4.4,1996
441,Danny Schayes,C,36.0,MIA,32.0,6.0,12.5,1.0,2.9,0.34,0.0,0.0,,1.0,2.9,0.34,0.34,1.2,1.4,0.804,0.9,1.9,2.8,0.3,0.3,0.5,0.7,1.9,3.2,1996
443,Steve Scheffler,C,28.0,SEA,35.0,2.0,5.2,0.7,1.3,0.5329999999999999,0.0,0.1,0.2,0.7,1.1,0.575,0.544,0.3,0.5,0.474,0.4,0.5,0.9,0.1,0.2,0.1,0.2,0.7,1.7,1996
444,Dwayne Schintzius,C,27.0,IND,33.0,8.0,9.0,1.5,3.3,0.445,0.0,0.0,,1.5,3.3,0.445,0.445,0.4,0.6,0.619,0.7,1.7,2.4,0.4,0.3,0.4,0.6,1.6,3.4,1996
445,Detlef Schrempf,SF,33.0,SEA,63.0,60.0,34.9,5.7,11.7,0.486,1.2,2.8,0.408,4.6,8.9,0.512,0.536,4.6,5.9,0.7759999999999999,1.2,4.0,5.2,4.4,0.9,0.1,2.3,2.8,17.1,1996
446,Byron Scott,SG,34.0,VAN,80.0,0.0,23.7,3.4,8.5,0.401,0.9,2.8,0.335,2.5,5.7,0.433,0.456,2.5,3.0,0.835,0.5,1.9,2.4,1.5,0.8,0.3,1.3,1.6,10.2,1996
447,Dennis Scott,SF,27.0,ORL,82.0,82.0,37.1,6.0,13.6,0.44,3.3,7.7,0.425,2.7,6.0,0.45799999999999996,0.5589999999999999,2.2,2.7,0.82,0.8,3.0,3.8,3.0,1.1,0.4,1.5,2.1,17.5,1996
448,Malik Sealy,SF,25.0,LAC,62.0,48.0,25.8,4.4,10.6,0.415,0.3,1.6,0.21,4.0,9.0,0.452,0.431,2.4,3.0,0.799,1.2,2.6,3.9,1.9,1.4,0.5,1.8,2.4,11.5,1996
449,Rony Seikaly,C,30.0,GSW,64.0,60.0,28.3,4.5,8.9,0.502,0.0,0.0,0.667,4.4,8.8,0.501,0.504,3.2,4.4,0.723,2.6,5.2,7.8,1.1,0.6,1.1,2.8,3.4,12.1,1996
450,Brian Shaw,PG,29.0,ORL,75.0,1.0,22.4,2.4,6.5,0.374,0.5,1.9,0.285,1.9,4.6,0.41200000000000003,0.41700000000000004,1.2,1.5,0.7979999999999999,0.8,2.2,3.0,4.5,0.8,0.1,2.3,2.1,6.6,1996
451,Lionel Simmons,SF,27.0,SAC,54.0,5.0,15.0,1.6,4.0,0.396,0.4,0.9,0.373,1.2,3.1,0.40399999999999997,0.44,1.0,1.4,0.733,0.8,1.9,2.7,1.5,0.6,0.4,0.9,1.6,4.6,1996
452,Dickey Simpkins,PF,23.0,CHI,60.0,12.0,11.4,1.3,2.7,0.48100000000000004,0.0,0.0,1.0,1.3,2.7,0.478,0.484,1.0,1.6,0.629,1.1,1.5,2.6,0.6,0.2,0.1,0.9,1.3,3.6,1996
453,Scott Skiles,PG,31.0,PHI,10.0,9.0,23.6,2.0,5.7,0.35100000000000003,1.5,3.4,0.441,0.5,2.3,0.217,0.48200000000000004,0.8,1.0,0.8,0.1,1.5,1.6,3.8,0.7,0.0,1.6,2.1,6.3,1996
454,Reggie Slater,PF,25.0,TOT,11.0,0.0,6.5,1.3,2.5,0.519,0.0,0.0,,1.3,2.5,0.519,0.519,0.3,0.6,0.429,0.4,1.0,1.4,0.2,0.2,0.3,0.8,1.0,2.8,1996
458,Charles Smith,PG,28.0,MIN,8.0,0.0,4.9,0.4,1.3,0.3,0.0,0.4,0.0,0.4,0.9,0.429,0.3,0.0,0.3,0.0,0.0,0.6,0.6,0.8,0.1,0.0,0.6,0.9,0.8,1996
462,Doug Smith,PF,26.0,BOS,17.0,2.0,5.4,0.8,2.3,0.359,0.0,0.0,,0.8,2.3,0.359,0.359,0.3,0.5,0.625,0.7,0.6,1.3,0.2,0.2,0.0,0.6,1.2,1.9,1996
463,Joe Smith,PF,20.0,GSW,82.0,82.0,34.4,5.7,12.5,0.45799999999999996,0.1,0.3,0.35700000000000004,5.6,12.1,0.461,0.46299999999999997,3.7,4.8,0.773,3.7,5.1,8.7,1.0,1.0,1.6,1.7,2.7,15.3,1996
464,Kenny Smith,PG,30.0,HOU,68.0,56.0,23.8,3.0,6.8,0.433,1.3,3.5,0.382,1.6,3.3,0.48700000000000004,0.531,1.3,1.6,0.821,0.3,1.1,1.4,3.6,0.7,0.0,1.5,1.7,8.5,1996
465,Michael Smith,PF,23.0,SAC,65.0,0.0,21.3,2.2,3.7,0.605,0.0,0.0,1.0,2.2,3.6,0.603,0.607,1.0,2.7,0.384,2.2,3.8,6.0,1.7,0.7,0.7,1.1,2.6,5.5,1996
466,Steve Smith,SG,26.0,ATL,80.0,80.0,35.7,6.2,14.3,0.43200000000000005,1.8,5.3,0.331,4.4,9.0,0.49200000000000005,0.493,4.0,4.8,0.826,1.6,2.5,4.1,2.8,0.9,0.2,1.9,2.6,18.1,1996
467,Tony Smith,SG,27.0,TOT,59.0,3.0,15.9,2.0,4.6,0.423,0.6,2.0,0.32799999999999996,1.3,2.7,0.494,0.493,0.5,0.8,0.609,0.5,1.1,1.6,2.6,0.6,0.2,1.1,1.8,5.1,1996
471,Rik Smits,C,29.0,IND,63.0,63.0,30.2,7.4,14.2,0.521,0.0,0.1,0.2,7.4,14.1,0.523,0.522,3.7,4.7,0.7879999999999999,1.9,5.0,6.9,1.7,0.3,0.7,2.5,3.6,18.5,1996
472,Eric Snow,PG,22.0,SEA,43.0,1.0,9.0,1.0,2.3,0.42,0.0,0.2,0.2,0.9,2.1,0.444,0.43,0.7,1.1,0.5920000000000001,0.2,0.8,1.0,1.7,0.7,0.0,0.9,1.2,2.7,1996
473,Elmore Spencer,C,26.0,TOT,17.0,0.0,3.4,0.3,0.8,0.385,0.0,0.0,,0.3,0.8,0.385,0.385,0.2,0.4,0.667,0.2,0.6,0.8,0.1,0.0,0.1,0.4,0.7,0.8,1996
476,Felton Spencer,C,28.0,UTA,71.0,70.0,17.8,2.1,4.0,0.52,0.0,0.0,,2.1,4.0,0.52,0.52,1.5,2.1,0.6890000000000001,1.4,2.9,4.3,0.2,0.3,0.8,1.1,3.4,5.6,1996
477,Latrell Sprewell,SG,25.0,GSW,78.0,78.0,39.3,6.6,15.4,0.428,1.2,3.6,0.32299999999999995,5.4,11.8,0.461,0.466,4.5,5.7,0.789,1.6,3.3,4.9,4.2,1.6,0.6,2.8,1.9,18.9,1996
478,Jerry Stackhouse,SG,21.0,PHI,72.0,71.0,37.5,6.3,15.2,0.414,1.3,4.1,0.318,5.0,11.1,0.449,0.457,5.4,7.2,0.747,1.3,2.4,3.7,3.9,1.1,1.1,3.5,2.5,19.2,1996
479,John Starks,SG,30.0,NYK,81.0,71.0,30.8,4.6,10.4,0.44299999999999995,1.8,4.9,0.361,2.9,5.6,0.516,0.528,1.6,2.1,0.753,0.4,2.5,2.9,3.9,1.3,0.1,1.9,2.8,12.6,1996
480,Bryant Stith,SG,25.0,DEN,82.0,77.0,34.3,4.6,11.1,0.41600000000000004,0.5,1.8,0.27699999999999997,4.1,9.3,0.44299999999999995,0.439,3.9,4.6,0.8440000000000001,1.5,3.4,4.9,2.9,1.4,0.2,1.9,2.3,13.6,1996
481,John Stockton,PG,33.0,UTA,82.0,82.0,35.5,5.4,10.0,0.5379999999999999,1.2,2.7,0.42200000000000004,4.2,7.2,0.5820000000000001,0.596,2.9,3.4,0.83,0.7,2.1,2.8,11.2,1.7,0.2,3.0,2.5,14.7,1996
482,Damon Stoudamire,PG,22.0,TOR,70.0,70.0,40.9,6.9,16.1,0.426,1.9,4.8,0.395,5.0,11.3,0.439,0.485,3.4,4.2,0.797,0.8,3.2,4.0,9.3,1.4,0.3,3.8,2.4,19.0,1996
483,Rod Strickland,PG,29.0,POR,67.0,63.0,37.7,7.0,15.3,0.46,0.6,1.7,0.342,6.5,13.6,0.475,0.479,4.1,6.3,0.652,1.3,3.1,4.4,9.6,1.4,0.2,3.8,2.0,18.7,1996
484,Derek Strong,PF,27.0,LAL,63.0,0.0,11.8,1.1,2.7,0.426,0.0,0.1,0.111,1.1,2.5,0.444,0.429,1.1,1.3,0.812,1.0,1.9,2.8,0.5,0.3,0.2,0.3,1.3,3.4,1996
485,Bob Sura,SG,22.0,CLE,79.0,3.0,14.6,1.9,4.6,0.41100000000000003,0.3,1.0,0.34600000000000003,1.5,3.6,0.429,0.449,1.3,1.8,0.7020000000000001,0.4,1.3,1.7,2.9,0.7,0.3,1.5,1.6,5.3,1996
486,Greg Sutton,PG,28.0,TOT,48.0,2.0,13.6,1.8,4.5,0.392,1.0,2.4,0.402,0.8,2.1,0.38,0.5,0.7,1.0,0.7609999999999999,0.2,0.9,1.0,2.1,0.5,0.0,1.3,1.9,5.3,1996
489,Larry Sykes,PF,22.0,BOS,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1996
490,Žan Tabak,C,25.0,TOR,67.0,18.0,19.9,3.4,6.2,0.5429999999999999,0.0,0.0,0.0,3.4,6.2,0.545,0.5429999999999999,1.0,1.7,0.561,1.7,3.0,4.8,0.9,0.4,0.5,1.5,3.0,7.7,1996
491,Kurt Thomas,PF,23.0,MIA,74.0,42.0,22.4,3.7,7.4,0.501,0.0,0.0,0.0,3.7,7.4,0.503,0.501,1.6,2.4,0.6629999999999999,1.6,4.3,5.9,0.6,0.6,0.5,1.3,3.7,9.0,1996
492,Brooks Thompson,PG,25.0,ORL,33.0,0.0,7.5,1.5,3.1,0.466,0.8,1.9,0.391,0.7,1.2,0.59,0.5870000000000001,0.6,0.8,0.7040000000000001,0.1,0.6,0.7,0.9,0.4,0.0,0.7,1.1,4.2,1996
493,LaSalle Thompson,C,34.0,PHI,44.0,11.0,17.6,0.8,1.9,0.39799999999999996,0.0,0.0,,0.8,1.9,0.39799999999999996,0.39799999999999996,0.4,0.5,0.792,1.4,3.1,4.5,0.6,0.4,0.5,0.8,2.8,1.9,1996
494,Bob Thornton,PF,33.0,WSB,7.0,0.0,4.4,0.1,0.9,0.16699999999999998,0.0,0.0,,0.1,0.9,0.16699999999999998,0.16699999999999998,0.1,0.3,0.5,0.9,0.9,1.7,0.0,0.1,0.0,0.1,1.0,0.4,1996
496,Otis Thorpe,PF,33.0,DET,82.0,82.0,34.6,5.5,10.4,0.53,0.0,0.0,0.0,5.5,10.4,0.532,0.53,3.1,4.4,0.71,2.6,5.8,8.4,1.9,0.6,0.5,2.4,3.7,14.2,1996
497,Sedale Threatt,PG,34.0,LAL,82.0,8.0,20.6,2.9,6.4,0.45799999999999996,0.7,2.1,0.355,2.2,4.4,0.507,0.515,0.7,0.9,0.7609999999999999,0.2,0.9,1.2,3.3,0.8,0.1,0.9,2.2,7.3,1996
498,Wayman Tisdale,PF,31.0,PHO,63.0,6.0,18.3,4.4,9.0,0.495,0.0,0.0,,4.4,9.0,0.495,0.495,1.8,2.4,0.765,0.9,2.5,3.4,0.9,0.2,0.6,1.0,3.0,10.7,1996
499,Andy Toolson,SF,30.0,UTA,13.0,0.0,4.1,0.6,1.7,0.364,0.2,0.9,0.25,0.4,0.8,0.5,0.43200000000000005,0.2,0.3,0.75,0.0,0.5,0.5,0.1,0.0,0.0,0.2,0.9,1.7,1996
500,Keith Tower,C,25.0,LAC,34.0,1.0,9.0,0.9,2.1,0.444,0.0,0.0,0.0,0.9,2.1,0.451,0.444,0.5,0.8,0.6920000000000001,0.6,0.9,1.5,0.1,0.1,0.3,0.5,1.5,2.4,1996
501,Gary Trent,PF,21.0,POR,69.0,10.0,17.7,3.2,6.2,0.513,0.0,0.1,0.0,3.2,6.1,0.524,0.513,1.1,2.0,0.5529999999999999,1.2,2.2,3.4,0.7,0.4,0.2,1.3,1.7,7.5,1996
502,Jeff Turner,PF,33.0,ORL,13.0,0.0,14.8,1.4,3.9,0.353,0.7,2.1,0.33299999999999996,0.7,1.8,0.375,0.441,0.2,0.2,1.0,0.8,1.4,2.2,0.5,0.2,0.1,0.8,2.5,3.6,1996
503,Nick Van Exel,PG,24.0,LAL,74.0,74.0,34.0,5.4,12.8,0.41700000000000004,1.9,5.4,0.35700000000000004,3.4,7.4,0.461,0.493,2.2,2.8,0.799,0.4,2.1,2.4,6.9,0.9,0.1,2.1,1.6,14.9,1996
504,Logan Vander Velden,SF,24.0,LAC,15.0,0.0,2.1,0.2,0.9,0.214,0.0,0.3,0.0,0.2,0.6,0.33299999999999996,0.214,0.2,0.3,0.75,0.1,0.3,0.4,0.1,0.0,0.0,0.0,0.3,0.6,1996
505,David Vaughn,PF,22.0,ORL,33.0,0.0,8.1,0.8,2.4,0.33799999999999997,0.0,0.0,0.0,0.8,2.4,0.342,0.33799999999999997,0.3,0.5,0.556,1.0,1.4,2.4,0.2,0.2,0.5,0.5,2.1,1.9,1996
506,Loy Vaught,PF,27.0,LAC,80.0,78.0,37.1,7.1,13.6,0.525,0.1,0.2,0.368,7.1,13.4,0.528,0.529,1.9,2.6,0.727,2.6,7.6,10.1,1.4,1.1,0.5,2.0,3.0,16.2,1996
507,Rasheed Wallace,PF,21.0,WSB,65.0,51.0,27.5,4.2,8.7,0.48700000000000004,0.4,1.3,0.32899999999999996,3.8,7.4,0.513,0.511,1.2,1.8,0.65,1.4,3.2,4.7,1.3,0.6,0.8,1.6,3.2,10.1,1996
508,Rex Walters,SG,25.0,TOT,44.0,8.0,13.9,1.4,3.4,0.41200000000000003,0.5,1.5,0.33299999999999996,0.9,1.9,0.47600000000000003,0.486,1.0,1.2,0.8079999999999999,0.3,1.0,1.3,2.4,0.6,0.1,0.9,1.2,4.2,1996
511,Charlie Ward,PG,25.0,NYK,62.0,1.0,12.7,1.4,3.5,0.39899999999999997,0.5,1.6,0.33299999999999996,0.9,1.9,0.45399999999999996,0.475,0.6,0.9,0.685,0.5,1.2,1.6,2.1,0.9,0.1,1.3,1.6,3.9,1996
512,Jamie Watson,SF,23.0,UTA,16.0,0.0,13.6,1.1,2.7,0.419,0.2,0.4,0.429,0.9,2.3,0.41700000000000004,0.45299999999999996,0.6,0.8,0.6920000000000001,0.3,1.4,1.7,1.5,0.5,0.1,1.1,1.9,3.0,1996
513,Clarence Weatherspoon,SF,25.0,PHI,78.0,75.0,39.7,6.3,13.0,0.484,0.0,0.0,0.0,6.3,13.0,0.485,0.484,4.1,5.5,0.746,3.0,6.6,9.7,2.0,1.4,1.4,2.3,2.7,16.7,1996
514,Spud Webb,PG,32.0,TOT,77.0,21.0,19.0,2.4,5.6,0.433,0.6,1.7,0.364,1.8,3.9,0.462,0.48700000000000004,1.6,1.9,0.862,0.3,1.0,1.3,3.8,0.7,0.1,1.4,1.4,7.1,1996
517,Chris Webber,PF,22.0,WSB,15.0,15.0,37.2,10.0,18.4,0.5429999999999999,1.0,2.3,0.441,9.0,16.1,0.5579999999999999,0.5710000000000001,2.7,4.6,0.594,2.5,5.1,7.6,5.0,1.8,0.6,3.3,3.4,23.7,1996
518,Jeff Webster,SF,24.0,WSB,11.0,0.0,5.3,0.7,2.1,0.348,0.2,0.5,0.33299999999999996,0.5,1.5,0.353,0.391,0.0,0.0,,0.2,0.5,0.6,0.3,0.4,0.0,0.3,0.6,1.6,1996
519,Bill Wennington,C,32.0,CHI,71.0,20.0,15.0,2.4,4.8,0.493,0.0,0.0,1.0,2.4,4.8,0.491,0.494,0.5,0.6,0.86,0.8,1.6,2.5,0.6,0.3,0.2,0.5,2.4,5.3,1996
521,Robert Werdann,C,25.0,NJN,13.0,0.0,7.2,1.2,2.5,0.5,0.0,0.0,,1.2,2.5,0.5,0.5,0.5,1.0,0.5379999999999999,0.4,1.4,1.8,0.2,0.4,0.2,0.5,1.3,3.0,1996
522,David Wesley,PG,25.0,BOS,82.0,53.0,25.7,4.1,9.0,0.45899999999999996,1.4,3.3,0.426,2.7,5.7,0.478,0.5379999999999999,2.6,3.5,0.753,0.8,2.4,3.2,4.8,1.2,0.1,1.9,2.5,12.3,1996
523,Doug West,SG,28.0,MIN,73.0,16.0,22.5,2.4,5.4,0.445,0.0,0.2,0.077,2.4,5.2,0.45799999999999996,0.447,1.6,2.0,0.792,0.7,1.5,2.2,1.6,0.4,0.2,1.1,3.1,6.4,1996
524,Mark West,C,35.0,DET,47.0,21.0,14.5,1.3,2.7,0.484,0.0,0.0,,1.3,2.7,0.484,0.484,0.6,1.0,0.622,1.0,1.8,2.8,0.1,0.1,0.8,0.7,2.9,3.2,1996
525,Dwayne Whitfield,PF,23.0,TOR,8.0,1.0,15.3,1.6,3.8,0.433,0.0,0.0,,1.6,3.8,0.433,0.433,1.8,2.8,0.636,1.1,2.0,3.1,0.3,0.4,0.3,1.0,1.8,5.0,1996
526,Chris Whitney,PG,24.0,WSB,21.0,0.0,16.0,2.1,4.7,0.455,0.9,2.1,0.43200000000000005,1.2,2.6,0.473,0.551,2.0,2.1,0.932,0.1,1.5,1.6,2.4,0.9,0.0,1.1,2.2,7.1,1996
527,Gerald Wilkins,SG,32.0,VAN,28.0,14.0,26.4,2.8,7.3,0.376,0.5,2.3,0.21899999999999997,2.3,5.0,0.447,0.41,0.7,0.8,0.87,0.8,1.5,2.3,2.4,0.8,0.1,1.3,2.0,6.7,1996
528,Buck Williams,PF,35.0,POR,70.0,10.0,23.9,2.7,5.5,0.5,0.0,0.0,0.667,2.7,5.4,0.499,0.503,1.8,2.7,0.6679999999999999,2.3,3.5,5.8,0.6,0.6,0.7,1.3,2.7,7.3,1996
529,Eric Williams,SF,23.0,BOS,64.0,6.0,23.0,3.8,8.5,0.441,0.0,0.2,0.3,3.7,8.4,0.444,0.444,3.1,4.7,0.6709999999999999,1.4,2.0,3.4,1.1,0.9,0.2,1.4,2.3,10.7,1996
530,Herb Williams,PF-C,37.0,TOT,44.0,2.0,13.0,1.4,3.5,0.408,0.0,0.1,0.25,1.4,3.4,0.41200000000000003,0.41100000000000003,0.3,0.5,0.65,0.3,1.7,2.0,0.6,0.3,0.8,0.5,1.8,3.1,1996
533,Hot Rod Williams,C,33.0,PHO,62.0,58.0,26.6,2.9,6.4,0.45299999999999996,0.0,0.0,0.0,2.9,6.4,0.455,0.45299999999999996,1.5,2.1,0.731,2.1,3.9,6.0,1.0,0.7,1.5,1.0,2.7,7.3,1996
534,Jayson Williams,PF,27.0,NJN,80.0,6.0,23.2,3.5,8.3,0.423,0.0,0.1,0.28600000000000003,3.5,8.2,0.424,0.424,2.0,3.4,0.5920000000000001,4.3,5.8,10.0,0.6,0.4,0.7,1.3,3.0,9.0,1996
535,Lorenzo Williams,C,26.0,DAL,65.0,61.0,27.8,1.3,3.3,0.40700000000000003,0.0,0.0,0.0,1.3,3.3,0.408,0.40700000000000003,0.4,1.1,0.34299999999999997,3.6,4.4,8.0,1.3,0.7,1.9,1.2,3.5,3.0,1996
536,Micheal Williams,PG,29.0,MIN,9.0,7.0,21.0,1.4,4.4,0.325,0.1,0.3,0.33299999999999996,1.3,4.1,0.324,0.33799999999999997,3.1,3.7,0.848,0.3,2.2,2.6,3.4,0.6,0.3,2.6,4.1,6.1,1996
537,Monty Williams,SF,24.0,TOT,31.0,0.0,5.9,0.9,2.2,0.397,0.0,0.0,0.0,0.9,2.2,0.40299999999999997,0.397,0.5,0.6,0.7,0.6,0.6,1.3,0.3,0.2,0.1,0.6,0.8,2.2,1996
540,Reggie Williams,SF,31.0,DEN,52.0,5.0,15.7,1.8,4.9,0.37,0.4,1.7,0.225,1.4,3.2,0.44799999999999995,0.409,0.6,0.8,0.846,0.5,1.9,2.3,1.4,0.7,0.4,1.0,2.6,4.6,1996
541,Scott Williams,PF,27.0,PHI,13.0,1.0,14.8,1.2,2.2,0.517,0.0,0.2,0.0,1.2,2.1,0.556,0.517,0.8,0.9,0.833,1.0,2.5,3.5,0.4,0.5,0.5,0.6,2.1,3.1,1996
542,Walt Williams,SF,25.0,TOT,73.0,73.0,29.7,4.9,11.1,0.444,1.6,4.0,0.389,3.4,7.1,0.47600000000000003,0.515,2.2,3.2,0.703,1.4,3.0,4.4,3.2,1.2,0.8,2.1,3.3,13.6,1996
545,Corliss Williamson,SF,22.0,SAC,53.0,3.0,11.5,2.4,5.1,0.466,0.0,0.1,0.0,2.4,5.0,0.47200000000000003,0.466,0.9,1.6,0.56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,2.2,5.6,1996
546,Kevin Willis,PF,33.0,TOT,75.0,60.0,28.5,4.3,9.5,0.456,0.0,0.1,0.111,4.3,9.4,0.461,0.457,1.9,2.7,0.708,2.8,5.7,8.5,0.7,0.4,0.5,2.1,3.4,10.6,1996
550,Trevor Wilson,PF,27.0,PHI,6.0,0.0,13.2,1.7,3.3,0.5,0.0,0.0,,1.7,3.3,0.5,0.5,0.5,0.7,0.75,1.2,1.2,2.3,0.7,0.5,0.0,0.2,1.5,3.8,1996
551,David Wingate,SG,32.0,SEA,60.0,3.0,11.6,1.5,3.5,0.415,0.3,0.6,0.441,1.2,3.0,0.41,0.45,0.5,0.7,0.78,0.3,0.7,0.9,1.0,0.3,0.1,0.7,1.1,3.7,1996
552,Dontonio Wingfield,SF,21.0,POR,44.0,2.0,11.1,1.4,3.6,0.382,0.4,1.4,0.302,0.9,2.1,0.436,0.44299999999999995,0.6,0.8,0.765,1.0,1.3,2.4,0.6,0.5,0.1,0.7,1.7,3.8,1996
553,Joe Wolf,PF,31.0,TOT,64.0,8.0,16.6,2.1,4.1,0.513,0.0,0.1,0.0,2.1,4.0,0.525,0.513,0.3,0.5,0.7240000000000001,0.8,2.2,2.9,1.0,0.2,0.1,0.7,2.5,4.5,1996
556,David Wood,PF,31.0,TOT,62.0,0.0,12.5,1.2,2.8,0.431,0.3,1.0,0.32299999999999995,0.9,1.8,0.491,0.489,0.6,0.8,0.76,0.8,1.7,2.5,0.5,0.3,0.2,0.4,2.4,3.4,1996
560,Randy Woods,PG,25.0,DEN,8.0,0.0,9.0,0.8,2.8,0.273,0.6,2.6,0.23800000000000002,0.1,0.1,1.0,0.386,0.3,0.3,1.0,0.4,0.4,0.8,1.5,0.8,0.1,0.6,1.6,2.4,1996
561,Haywoode Workman,PG,30.0,IND,77.0,4.0,15.1,1.3,3.4,0.39,0.3,0.9,0.324,1.0,2.4,0.415,0.434,0.7,0.9,0.74,0.4,1.3,1.6,2.8,0.8,0.1,1.2,2.0,3.6,1996
562,Sharone Wright,C,23.0,TOT,57.0,38.0,25.2,4.4,9.0,0.484,0.0,0.1,0.33299999999999996,4.3,8.9,0.485,0.485,2.9,4.5,0.645,2.6,3.6,6.2,0.7,0.5,0.9,1.9,2.9,11.6,1996
